CountryCode,SeriesCode,DESCRIPTION
"GHA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GHA","IT.NET.USER.ZS","Ghana Telecom. From 2002: National Communications Authority (NCA)."
"GHA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GHA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GHA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GHA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GHA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GHA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GHA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GHA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GHA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GIB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GIB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GIB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GIB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GIB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GIB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GIB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GIB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GIB","IT.NET.USER.ZS","Gibtelecom. Gibraltar Regulatory Authority./"
"GIB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GIN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GIN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GIN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GIN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GIN","SG.GEN.PARL.ZS","The parliament was dissolved following the December 2008 coup"
"GIN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GIN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GIN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GIN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"GIN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GIN","IT.NET.USER.ZS","Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information."
"GIN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GMB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GMB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GMB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GMB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GMB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GMB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GMB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GMB","IT.NET.USER.ZS","Gambia Telecommunications Co. Ltd (GAMTEL). From 2005: The Gambia Public Utilities Regulatory Authority."
"GMB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GMB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GMB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GNB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GNB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GNB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GNB","IT.NET.USER.ZS","Until 2001: Ministério dos Transportes e Comunicações. Instituto das Comunicações da Guiné-Bissau."
"GNB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GNB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GNB","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GNB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"GNB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GNB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GNB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GNQ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"GNQ","IT.NET.USER.ZS","Until 2001: Ministerio de Transportes, Información y Comunicaciones. La Société Anonyme de Télécommunications de la République de Guinée Equatoriale (GETESA)."
"GNQ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GNQ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GRC","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GRC","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"GRC","IT.NET.USER.ZS","Hellenic Telecommunications & Post Commission (EETT)."
"GRC","SP.DYN.CBRT.IN","Data source: Eurostat"
"GRC","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects"
"GRC","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"GRC","SP.DYN.CDRT.IN","Data source: Eurostat"
"GRC","SP.POP.TOTL","Data source: Eurostat"
"GRC","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects"
"GRC","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"GRC","SP.DYN.TFRT.IN","Data source: Eurostat"
"GRD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GRD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GRD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GRD","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GRD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GRD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GRD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GRD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GRD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GRD","IT.NET.USER.ZS","Cable and Wireless (WI)."
"GRD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GRL","SP.DYN.TFRT.IN","Data source: Statistics Greenland"
"GRL","SP.DYN.CDRT.IN","Data source: Statistics Greenland"
"GRL","SP.DYN.CBRT.IN","Data source: Statistics Greenland"
"GRL","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"GRL","SP.POP.TOTL","Data source: Statistics Greenland"
"GRL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GRL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GRL","SP.DYN.LE00.FE.IN","Data source: Statistics Greenland, United Nations Population and Vital Statistics Report"
"GRL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GRL","IT.NET.USER.ZS","Tele Greenland A/S."
"GRL","SP.DYN.LE00.MA.IN","Data source: Statistics Greenland, United Nations Population and Vital Statistics Report"
"GTM","SP.POP.TOTL","Data source: Guatemala Instituto Nacional de Estadistica"
"GTM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GTM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GTM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"GTM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GTM","IT.NET.USER.ZS","Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT)."
"GTM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GTM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GTM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GTM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GTM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GUM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GUM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GUM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GUM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GUM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GUM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GUM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GUM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"GUM","IT.NET.USER.ZS","Guam Telephone Authority."
"GUM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GUM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GUY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"GUY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"GUY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"GUY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"GUY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"GUY","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"GUY","IT.NET.USER.ZS","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit."
"GUY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"GUY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"GUY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"GUY","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"GUY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"HKG","SP.DYN.CBRT.IN","Data source: Census and Statistics Department"
"HKG","SP.DYN.LE00.MA.IN","Data source: Census and Statistics Department, United Nations World Population Prospects"
"HKG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"HKG","SP.DYN.TFRT.IN","Data source: Census and Statistics Department, United Nations World Population Prospects"
"HKG","SG.POP.MIGR.FE.ZS","As of 1 July 1997, Hong Kong became a Special Administrative Region (SAR) of China. Estimates were derived from data on the foreign-born population."
"HKG","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"HKG","IT.NET.USER.ZS","Office of the Telecommunications Authority (OFTA)."
"HKG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"HKG","SP.DYN.CDRT.IN","Data source: Census and Statistics Department"
"HKG","SP.POP.TOTL","Data source: Census and Statistics Department"
"HKG","SP.DYN.LE00.FE.IN","Data source: Census and Statistics Department, United Nations World Population Prospects"
"HND","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"HND","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"HND","IT.NET.USER.ZS","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL)."
"HND","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"HND","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"HND","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"HND","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"HND","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"HND","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
